"seccion","munn","edon","disloc2015","disloc2013","pobtot","esc1","esc3","urbana","rural","mixta","pan","pri","prd","pob_dist","pob_edo","RRI","RRI_2013","RRI_2015","SQ","dsi_pob","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec"
1,1,23,11,7,9704,3,7,1,0,0,0,0,0,87740,1258416,0,0.959220681217914,0.956170503761112,8,0.771,1,0,0,0,1,0,8,0.811
4,1,23,14,7,2764,8,7,1,0,0,0,0,0,89935,1258416,0,0.959220681217914,0.932833713237338,8,0.771,1,0,0,0,1,0,8,0.811
13,1,23,13,3,3202,1,3,1,0,0,0,0,0,88044,1258416,0,1.09295848043878,0.952869020035437,1,0.246,1,0,0,NA,NA,NA,1,0.323
14,1,23,13,3,5245,4,3,1,0,0,0,0,0,88044,1258416,0,1.09295848043878,0.952869020035437,1,0.246,1,0,0,NA,NA,NA,1,0.323
76,1,23,9,4,2212,5,4,1,0,0,0,0,0,87999,1258416,0,0.952804088586031,0.953356288139638,5,0.333,1,0,0,0.556,0.444,0,5,0.375
89,1,23,8,6,553,7,6,1,0,0,0,0,0,85146,1258416,0,0.93841610738255,0.985300542597421,7,0.822,0.415,0.584,0.169,0.1,0.9,0,7,0.789
102,1,23,10,5,2266,6,5,1,0,0,1,0,0,87481,1258416,0,1.17102258451746,0.959001383157486,4,0.707,1,0,0,0.4,0.6,0,4,0.636
182,2,23,6,11,2264,12,11,0,1,1,0,1,0,79540,1258416,0,1.05474478249937,1.05474478249937,12,1,0.63,0.37,0.185,0,1,0,12,1
206,8,23,5,9,8776,9,9,1,0,0,0,1,0,56792,1258416,0,1.44540849729506,1.47722214396394,9,0.942,0.72,0.28,0.08,0,1,0,9,0.9
214,9,23,5,9,491,10,9,0,1,0,0,1,0,56792,1258416,0,1.44540849729506,1.47722214396394,9,0.942,0.72,0.28,0.08,0,1,0,9,0.9
262,5,23,4,15,3243,15,15,0,1,1,0,1,0,109966,1258416,0,0.954419176118588,0.762912172853427,15,0.497,0.026,0.974,0.156,0,1,0,15,0.441
298,7,23,2,13,1512,14,13,1,0,0,0,1,0,91032,1258416,0,0.953865744951792,0.921592407065647,14,0.445,0.682,0.319,0.152,0,1,0,14,0.389
299,7,23,2,13,1662,13,13,0,1,1,0,0,0,91032,1258416,0,0.953865744951792,0.921592407065647,14,0.445,0.682,0.319,0.152,0,1,0,14,0.389
491,1,23,14,2,11481,2,2,1,0,0,0,0,0,89935,1258416,0,0.958530231707874,0.932833713237338,2,0.348,1,0,0,NA,NA,NA,2,0.333
668,8,23,5,10,1211,11,10,1,0,0,0,0,0,56792,1258416,0,0.924874047779162,1.47722214396394,11,0.967,0.97,0.03,0.015,NA,NA,NA,11,0.939
